"file","bug","loc","bf","hcm"
"org::eclipse::pde::internal::core::plugin::AbbreviatedPluginModel ",0,8,1,1.77712
"org::eclipse::pde::ui::launcher::AbstractPDELaunchConfiguration ",1,180,8,21.8778
"org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSOnCompletion ",0,21,1,4.41258
"org::eclipse::pde::internal::core::text::bundle::BundleLocalizationHeader ",0,9,0,3.30831
"org::eclipse::pde::internal::core::feature::FeatureChild ",0,208,3,11.181
"org::eclipse::pde::internal::ui::search::FindPluginReferencesAction ",0,28,2,9.52583
"org::eclipse::pde::internal::ui::wizards::cheatsheet::NewCategoryNameDialog ",0,80,1,3.16218
"org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSSubItem ",0,38,1,4.41258
"org::eclipse::pde::internal::core::ExternalFeatureModelManager ",2,132,2,9.94289
"org::eclipse::pde::internal::ui::editor::toc::TocHTMLTitleUtil ",0,39,0,3.06228
"org::eclipse::pde::internal::ui::launcher::JUnitProgramBlock ",0,38,2,8.83054
"org::eclipse::pde::internal::ui::preferences::OSGiFrameworkPreferencePage ",2,79,6,8.3733
"org::eclipse::pde::internal::ui::editor::build::BuildContentsSection ",0,396,5,12.4038
"org::eclipse::pde::ui::launcher::AbstractLauncherTab ",0,17,2,7.0311
"org::eclipse::pde::internal::ui::editor::product::ConfigurationSection ",0,226,5,17.1585
"org::eclipse::pde::internal::ui::search::SearchResult ",0,77,3,12.1593
"org::eclipse::pde::internal::ui::templates::ide::EditorTemplate ",0,91,4,5.95836
"org::eclipse::pde::internal::ui::editor::site::CategorySection ",0,595,12,19.5813
"org::eclipse::pde::internal::ui::wizards::toc::TocWizardPage ",0,33,1,4.33338
"org::eclipse::pde::internal::ui::samples::ShowTargetPlatformAction ",0,14,0,1.76682
"org::eclipse::pde::internal::ui::templates::ide::ImportWizardTemplate ",0,114,3,2.84822
"org::eclipse::pde::internal::ui::wizards::cheatsheet::NewCSFileWizard ",0,39,1,1.76682
"org::eclipse::pde::internal::ui::editor::toc::TocEditor ",0,236,3,8.16874
"org::eclipse::pde::internal::ui::editor::site::ArchivePage ",0,23,2,13.9202
"org::eclipse::pde::internal::ui::editor::feature::FeatureDependenciesPage ",0,45,4,12.0347
"org::eclipse::pde::internal::ui::wizards::exports::AbstractExportTab ",1,37,0,4.43166
"org::eclipse::pde::internal::core::text::ctxhelp::CtxHelpTopic ",0,38,1,0
"org::eclipse::pde::internal::ui::wizards::toc::RegisterTocWizardPage ",0,162,1,3.1028
"org::eclipse::pde::internal::core::plugin::PluginReference ",0,35,3,11.0408
"org::eclipse::pde::internal::core::target::TargetJRE ",1,106,0,3.19695
"org::eclipse::pde::internal::ui::compare::ManifestStructureCreator ",0,138,8,11.7134
"org::eclipse::pde::internal::core::SourceLocationKey ",1,23,0,0
"org::eclipse::pde::internal::core::text::plugin::PluginExtensionPointNode ",1,47,4,10.9599
"org::eclipse::pde::internal::core::plugin::ExternalFragmentModel ",0,11,3,9.16954
"org::eclipse::pde::internal::ui::preferences::PDEPreferencesUtil ",0,15,2,8.05292
"org::eclipse::pde::internal::core::XMLCopyrightHandler ",0,24,1,4.72501
"org::eclipse::pde::internal::ui::wizards::plugin::FragmentContentPage ",1,270,9,21.3934
"org::eclipse::pde::internal::core::builders::DefaultSAXParser ",0,19,2,2.98342
"org::eclipse::pde::internal::ui::views::dependencies::StateViewPage ",1,236,9,6.56161
"org::eclipse::pde::internal::ui::correction::java::QuickFixProcessor ",0,145,4,4.8424
"org::eclipse::pde::internal::ui::parts::TablePart ",0,31,2,7.47927
"org::eclipse::pde::internal::ui::wizards::tools::ConvertProjectToPluginOperation ",0,195,2,2.71813
"org::eclipse::pde::internal::ui::editor::schema::SchemaElementDetails ",0,107,14,19.6349
"org::eclipse::pde::internal::core::text::bundle::ImportPackageHeader ",0,20,1,9.61458
"org::eclipse::pde::internal::ui::views::dependencies::HistoryAction ",0,24,1,1.76682
"org::eclipse::pde::internal::core::bundle::WorkspaceBundlePluginModelBase ",0,70,4,7.14634
"org::eclipse::pde::internal::ui::preferences::ManifestSyntaxColorTab ",0,27,0,3.90631
"org::eclipse::pde::internal::ui::editor::schema::FilteredSchemaAttributeSelectionDialog ",0,106,3,2.34667
"org::eclipse::pde::internal::ui::parts::EditableTablePart ",0,35,0,10.5804
"org::eclipse::pde::internal::ui::tests::macro::MacroManager ",0,220,0,5.68119
"org::eclipse::pde::internal::ui::editor::outline::QuickOutlineMouseMoveListener ",0,32,1,1.76682
"org::eclipse::pde::internal::ui::launcher::PDEMigrationDelegate ",0,26,2,3.05459
"org::eclipse::pde::internal::ui::editor::toc::TocFoldingStructureProvider ",0,21,1,3.79659
"org::eclipse::pde::internal::core::text::plugin::PluginDocumentHandler ",0,102,5,10.5825
"org::eclipse::pde::internal::ui::correction::ChooseManifestClassResolution ",0,13,1,7.87093
"org::eclipse::pde::internal::ui::parts::TreePart ",0,34,3,8.74592
"org::eclipse::pde::internal::core::text::plugin::PluginImportNode ",0,75,4,10.2435
"org::eclipse::pde::internal::ui::preferences::TargetEnvironmentTab ",1,280,6,14.1924
"org::eclipse::pde::internal::core::plugin::PluginBase ",0,222,12,25.6709
"org::eclipse::ui::internal::views::log::OpenLogDialog ",0,156,1,2.99199
"org::eclipse::ui::internal::views::log::EventDetailsDialog ",0,638,11,9.48112
"org::eclipse::pde::internal::ui::editor::product::WindowImagesSection ",0,130,5,18.2694
"org::eclipse::pde::internal::ui::wizards::extension::NewExtensionWizard ",0,45,3,9.69581
"org::eclipse::pde::internal::ui::editor::contentassist::TypeContentProposalListener ",0,16,1,1.76682
"org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpInputContext ",0,50,1,0
"org::eclipse::pde::ui::launcher::EclipseLauncherTabGroup ",0,24,2,5.78633
"org::eclipse::pde::internal::ui::editor::contentassist::TypeFieldAssistDisposer ",0,20,1,1.76682
"org::eclipse::pde::internal::ui::editor::cheatsheet::comp::details::CompCSDetails ",0,75,10,11.695
"org::eclipse::pde::internal::core::TargetPlatformHelper ",4,379,18,17.978
"org::eclipse::pde::ui::launcher::OSGiLauncherTabGroup ",1,9,0,1.76682
"org::eclipse::pde::internal::ui::wizards::cheatsheet::BaseCSCreationOperation ",0,42,3,6.21176
"org::eclipse::pde::internal::ui::templates::ide::PropertyPageNewWizard ",0,10,2,1.56044
"org::eclipse::pde::internal::ui::editor::text::SourceInformationProvider ",0,59,2,3.17095
"org::eclipse::pde::internal::ui::wizards::plugin::PluginFieldData ",0,37,2,9.83397
"org::eclipse::pde::internal::ui::editor::toc::actions::TocAddTopicAction ",0,15,0,4.33338
"org::eclipse::pde::internal::runtime::registry::DiagnosticsDialog ",0,11,1,1.77712
"org::eclipse::pde::ui::templates::AbstractTemplateSection ",0,384,13,21.4383
"org::eclipse::pde::internal::core::text::toc::TocModel ",0,30,0,3.71677
"org::eclipse::pde::internal::ui::editor::schema::SchemaElementReferenceDetails ",0,60,5,14.266
"org::eclipse::pde::internal::ui::editor::toc::details::TocAbstractDetails ",0,98,2,5.02919
"org::eclipse::pde::internal::ui::wizards::ResizableWizardDialog ",0,4,0,6.41569
"org::eclipse::pde::internal::ui::editor::plugin::ManifestEditorContributor ",0,28,2,9.33201
"org::eclipse::pde::internal::ui::wizards::exports::PluginExportWizard ",2,71,6,12.4237
"org::eclipse::pde::internal::ui::wizards::exports::ProductExportWizardPage ",3,147,8,21.2282
"org::eclipse::pde::internal::core::feature::ExternalFeatureModel ",0,32,2,5.99307
"org::eclipse::pde::internal::ui::editor::feature::FeatureSourcePage ",0,23,3,8.64184
"org::eclipse::pde::internal::ui::editor::toc::TocPage ",0,130,4,5.02919
"org::eclipse::pde::internal::ui::samples::SampleEditor ",0,122,0,6.13795
"org::eclipse::pde::internal::ui::editor::SourceViewerConfigurationFactory ",1,15,2,3.03348
"org::eclipse::pde::internal::ui::search::PluginSearchActionGroup ",0,95,9,16.4202
"org::eclipse::pde::internal::ui::correction::java::FindClassResolutionsOperation ",0,77,2,1.38451
"org::eclipse::pde::internal::ui::editor::cheatsheet::simple::details::SimpleCSHelpDetails ",0,239,12,14.4326
"org::eclipse::pde::internal::ui::util::PDELabelUtility ",0,173,4,5.24311
"org::eclipse::pde::internal::ui::editor::plugin::ExtensionPointsSection ",0,259,14,28.2413
"org::eclipse::pde::internal::ui::templates::rcp::IntroNewWizard ",0,7,2,3.15995
"org::eclipse::pde::internal::core::text::plugin::FragmentModel ",0,14,0,3.30831
"org::eclipse::pde::internal::core::text::build::BuildModelFactory ",0,6,0,6.23261
"org::eclipse::pde::internal::ui::wizards::site::OpenProjectWizardAction ",0,17,0,11.6303
"org::eclipse::pde::internal::core::target::ImplicitDependenciesInfo ",0,62,0,3.19695
"org::eclipse::pde::internal::core::TargetPDERegistryStrategy ",0,6,3,3.18671
"org::eclipse::ui::internal::views::log::ImportLogAction ",0,102,6,3.09661
"org::eclipse::pde::internal::core::builders::ExtensionPointSchemaBuilder ",1,134,3,10.0211
"org::eclipse::pde::internal::core::ant::PluginExportTask ",0,27,3,8.99489
"org::eclipse::pde::internal::ui::wizards::toc::TocHTMLWizardPage ",0,47,3,3.1764
"org::eclipse::pde::internal::ui::editor::text::JavaHyperlink ",0,22,1,2.90397
"org::eclipse::pde::internal::ui::editor::plugin::GeneralInfoSection ",0,272,6,19.1818
"org::eclipse::pde::internal::core::bundle::BundleFragment ",0,75,1,13.6031
"org::eclipse::pde::internal::ui::wizards::ListUtil ",0,3,6,11.6447
"org::eclipse::pde::internal::ui::launcher::EclipsePluginValidationOperation ",0,77,2,6.14016
"org::eclipse::pde::internal::core::schema::DocumentSection ",0,49,3,9.08573
"org::eclipse::pde::internal::ui::templates::ide::ViewTemplate ",0,146,5,5.95086
"org::eclipse::pde::internal::ui::util::PluginAdapter ",0,19,1,1.76682
"org::eclipse::pde::internal::ui::wizards::site::NewSiteProjectCreationPage ",0,75,4,12.1236
"org::eclipse::pde::internal::ui::editor::target::TargetErrorDialog ",0,42,2,4.582
"org::eclipse::pde::internal::ui::editor::plugin::FormFilteredTree ",2,91,13,14.1196
"org::eclipse::pde::internal::core::ClasspathComputer ",0,253,3,4.49111
"org::eclipse::pde::internal::ui::preferences::SyntaxColorTab ",1,152,2,8.24327
"org::eclipse::pde::internal::ui::correction::OrganizeImportPackageResolution ",0,13,0,5.33086
"org::eclipse::pde::internal::runtime::registry::RegistryFilteredTree ",1,38,3,4.0222
"org::eclipse::pde::internal::ui::editor::validation::TextValidator ",0,76,1,1.76682
"org::eclipse::pde::ui::templates::StringOption ",0,58,1,9.37455
"org::eclipse::pde::internal::ui::wizards::imports::ExternalPluginLibrariesFilter ",0,16,1,3.01668
"org::eclipse::pde::internal::ui::elements::TreeContentProvider ",0,35,0,6.41569
"org::eclipse::pde::internal::ui::editor::plugin::BundleFoldingStructureProvider ",0,16,0,4.08622
"org::eclipse::pde::internal::ui::refactoring::RenameExtensionPointProcessor ",0,110,2,3.05459
"org::eclipse::pde::internal::core::text::bundle::RequireBundleHeader ",0,73,1,5.36088
"org::eclipse::pde::internal::ui::editor::text::XMLTagScanner ",0,29,4,10.6649
"org::eclipse::pde::internal::ui::launcher::PDELogFileProvider ",0,34,3,2.53244
"org::eclipse::pde::internal::core::plugin::PluginExtension ",0,161,7,14.9163
"org::eclipse::pde::internal::ui::wizards::feature::FeatureData ",0,13,2,6.17907
"org::eclipse::pde::internal::ui::editor::contentassist::display::InfoControlTextPresenter ",0,100,2,2.71813
"org::eclipse::pde::internal::ui::editor::PDEFormEditor ",0,624,24,29.2299
"org::eclipse::pde::internal::core::FeatureTable ",0,108,0,3.45817
"org::eclipse::pde::internal::ui::wizards::product::ProductFromExtensionOperation ",0,41,2,13.9802
"org::eclipse::pde::internal::ui::correction::RemoveStaticProjectReferences ",0,25,3,5.8987
"org::eclipse::pde::internal::ui::parts::WizardCheckboxTablePart ",0,93,3,13.3046
"org::eclipse::pde::internal::ui::editor::product::AboutSection ",0,142,7,20.0741
"org::eclipse::pde::internal::ui::correction::java::JavaResolutionFactory ",0,126,1,0
"org::eclipse::pde::internal::ui::editor::schema::SchemaOtherAttributeDetails ",0,5,1,0
"org::eclipse::pde::internal::ui::refactoring::FileMoveParticipant ",0,3,1,2.97312
"org::eclipse::pde::internal::ui::editor::FoldingStructureProviderFactory ",0,12,0,5.42019
"org::eclipse::pde::internal::ui::editor::feature::FeatureSpecSection ",0,460,8,15.0525
"org::eclipse::pde::internal::ui::nls::ModelChangeLabelProvider ",0,51,0,3.76631
"org::eclipse::pde::internal::ui::editor::text::PDEMarkerAnnotationModel ",0,6,1,3.18664
"org::eclipse::pde::internal::ui::wizards::cheatsheet::CSFileWizardPage ",0,76,3,7.04931
"org::eclipse::pde::internal::ui::editor::toc::TocBlock ",0,68,1,6.4348
"org::eclipse::pde::internal::ui::editor::plugin::rows::ExtensionAttributeRow ",0,84,7,15.6337
"org::eclipse::pde::internal::core::exports::FeatureBasedExportOperation ",2,53,2,5.77294
"org::eclipse::pde::internal::ui::wizards::product::ProductDefinitonWizardPage ",1,198,7,19.4171
"org::eclipse::pde::internal::ui::wizards::tools::OrganizeManifestsProcessor ",0,233,3,4.0521
"org::eclipse::pde::internal::ui::editor::plugin::PluginExportAction ",0,36,0,7.05038
"org::eclipse::pde::internal::ui::elements::DefaultTableProvider ",0,0,1,7.4204
"org::eclipse::pde::internal::ui::editor::product::OverviewPage ",1,62,4,22.3051
"org::eclipse::pde::internal::ui::editor::site::FeatureDetailsSection ",0,152,1,10.3221
"org::eclipse::pde::internal::ui::parts::TreeMessageDialog ",0,23,1,3.18664
"org::eclipse::pde::internal::ui::editor::contentassist::display::JavaDocCommentReader ",0,42,1,3.19189
"org::eclipse::pde::internal::ui::parts::PluginVersionPart ",0,210,8,13.8673
"org::eclipse::pde::internal::ui::launcher::OSGiBundleBlock ",0,338,11,14.7275
"org::eclipse::pde::internal::core::cheatsheet::comp::CompCSDataObject ",0,50,3,7.34746
"org::eclipse::pde::internal::ui::editor::cheatsheet::comp::details::CompCSEnclosingTextDetails ",0,274,12,15.0338
"org::eclipse::pde::internal::ui::search::FindDeclarationsAction ",0,27,4,11.828
"org::eclipse::pde::internal::ui::editor::product::ProductInputContext ",0,59,2,7.94243
"org::eclipse::pde::internal::core::text::build::PropertiesTextChangeListener ",0,25,3,7.70698
"org::eclipse::pde::internal::ui::wizards::exports::PluginExportWizardPage ",0,51,7,17.3833
"org::eclipse::pde::internal::ui::editor::toc::TocHyperlinkDetector ",0,39,2,4.55719
"org::eclipse::pde::internal::ui::launcher::TracingBlock ",5,282,5,11.5477
"org::eclipse::pde::internal::core::schema::SchemaAnnotationHandler ",0,54,4,3.82071
"org::eclipse::pde::internal::core::feature::FeatureURLElement ",0,76,0,8.44052
"org::eclipse::pde::internal::ui::wizards::ctxhelp::RegisterCtxHelpWizard ",0,21,1,0
"org::eclipse::pde::internal::core::plugin::PluginElement ",2,228,5,14.4493
"org::eclipse::pde::internal::ui::PDEPluginImages ",1,33,34,34.2777
"org::eclipse::pde::internal::ui::editor::plugin::FragmentGeneralInfoSection ",0,315,11,19.0251
"org::eclipse::pde::internal::ui::tests::macro::BooleanSelectionCommand ",0,119,0,7.2787
"org::eclipse::pde::internal::core::text::bundle::ManifestHeader ",0,58,2,9.96423
"org::eclipse::pde::internal::ui::editor::cheatsheet::simple::SimpleCSCommandManager ",0,75,1,1.76682
"org::eclipse::ui::internal::views::log::LogFilesManager ",0,21,3,2.59113
"org::eclipse::pde::internal::core::schema::SchemaCompositor ",0,154,1,12.4862
"org::eclipse::pde::internal::ui::editor::product::ConfigurationPage ",0,30,3,18.6113
"org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSRepeatedSubItem ",0,27,1,4.41258
"org::eclipse::pde::internal::ui::refactoring::PDEMoveParticipant ",0,28,1,8.45639
"org::eclipse::pde::internal::ui::templates::ide::PopupMenuNewWizard ",0,10,2,1.56044
"org::eclipse::pde::internal::core::feature::WorkspaceFeatureModel ",1,106,6,10.912
"org::eclipse::pde::internal::core::ant::BaseExportTask ",0,57,2,5.88694
"org::eclipse::pde::internal::ui::wizards::plugin::FragmentFieldData ",0,18,1,8.04434
"org::eclipse::pde::internal::ui::preferences::JavaArgumentsTab ",1,96,2,10.9671
"org::eclipse::pde::internal::core::cheatsheet::comp::CompCSObject ",0,68,3,7.34746
"org::eclipse::ui::internal::views::log::LogReader ",0,180,8,7.31355
"org::eclipse::pde::internal::ui::editor::feature::FeatureEditorMatchingStrategy ",0,28,3,5.6766
"org::eclipse::pde::ui::launcher::AbstractPDELaunchConfigurationTabGroup ",0,66,8,14.5709
"org::eclipse::pde::internal::ui::correction::java::UnresolvedImportFixProcessor ",0,12,5,5.44491
"org::eclipse::pde::internal::ui::templates::rcp::HelloRCPTemplate ",0,108,5,7.21846
"org::eclipse::pde::internal::core::schema::IncludedSchemaDescriptor ",0,71,4,16.2007
"org::eclipse::pde::internal::ui::wizards::templates::NewExtensionTemplateWizard ",0,73,0,1.76682
"org::eclipse::pde::internal::ui::util::LocaleUtil ",1,29,1,0
"org::eclipse::pde::internal::ui::editor::PDEStorageDocumentProvider ",1,18,1,4.30172
"org::eclipse::pde::internal::ui::editor::FormLayoutFactory ",0,212,4,5.41232
"org::eclipse::pde::internal::core::text::ctxhelp::CtxHelpCommand ",0,30,2,1.17006
"org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSDocumentTextNode ",0,7,1,3.11109
"org::eclipse::pde::internal::core::bundle::WorkspaceBundleFragmentModel ",0,11,0,1.77712
"org::eclipse::pde::internal::ui::editor::build::BuildUtil ",0,10,1,5.98276
"org::eclipse::pde::internal::ui::wizards::plugin::ContentPage ",1,113,13,21.4581
"org::eclipse::pde::internal::core::site::SiteArchive ",0,48,1,8.61561
"org::eclipse::pde::internal::core::FileAdapter ",0,50,2,10.8383
"org::eclipse::pde::internal::runtime::registry::RegistryBrowserContentProvider ",0,164,0,0
"org::eclipse::pde::internal::runtime::PDERuntimePluginImages ",0,30,0,0
"org::eclipse::pde::internal::ui::views::dependencies::CallersListContentProvider ",0,34,2,3.18918
"org::eclipse::pde::internal::ui::editor::product::ProductEditor ",0,89,8,25.7875
"org::eclipse::pde::internal::ui::editor::cheatsheet::comp::details::CompCSConclusionTextListener ",0,67,5,7.49997
"org::eclipse::pde::internal::ui::templates::ide::BaseEditorTemplate ",0,6,2,3.15995
"org::eclipse::pde::internal::core::text::plugin::PluginObjectNode ",0,145,9,18.3841
"org::eclipse::pde::internal::core::target::AdditionalDirectory ",0,18,0,4.70143
"org::eclipse::pde::ui::templates::OptionTemplateSection ",0,113,2,10.0676
"org::eclipse::pde::internal::core::util::PDETextHelper ",0,283,9,9.50502
"org::eclipse::pde::internal::ui::templates::ide::SplashHandlersTemplate ",0,214,7,6.43978
"org::eclipse::pde::internal::ui::editor::toc::TocFormOutlinePage ",0,30,0,3.70646
"org::eclipse::pde::internal::ui::editor::ctxhelp::details::CtxHelpRemoveAction ",0,43,1,0
"org::eclipse::pde::internal::ui::templates::ide::MultiPageEditorNewWizard ",0,10,2,1.56044
"org::eclipse::pde::internal::runtime::registry::PluginAdapter ",0,16,1,0
"org::eclipse::pde::internal::ui::editor::actions::ActionMenu ",0,26,1,1.76682
"org::eclipse::pde::internal::core::text::plugin::XMLTextChangeListener ",0,411,6,13.1185
"org::eclipse::pde::internal::ui::compare::PluginContentMergeViewer ",0,45,2,3.70646
"org::eclipse::pde::internal::ui::editor::plugin::MatchSection ",0,215,4,17.7108
"org::eclipse::pde::internal::ui::editor::JarEntryFile ",0,36,0,8.96317
"org::eclipse::pde::internal::core::JavaElementChangeListener ",0,147,3,13.1509
"org::eclipse::pde::ui::launcher::AbstractLaunchShortcut ",0,65,2,4.57971
"org::eclipse::pde::internal::runtime::spy::handlers::SpyHandler ",0,15,1,4.41398
"org::eclipse::pde::internal::ui::editor::cheatsheet::comp::CompCSPage ",0,95,8,11.6432
"org::eclipse::pde::internal::ui::templates::osgi::HelloOSGiServiceNewWizard ",0,10,2,1.56044
"org::eclipse::pde::internal::ui::wizards::exports::ProductDestinationGroup ",1,84,0,4.43166
"org::eclipse::pde::internal::ui::search::FindReferencesAction ",0,38,5,14.3549
"org::eclipse::pde::internal::ui::wizards::exports::FeatureExportWizard ",2,84,11,16.4773
"org::eclipse::pde::internal::ui::elements::ElementLabelProvider ",0,15,0,6.41569
"org::eclipse::pde::internal::core::util::PDEXMLHelper ",0,138,2,6.74569
"org::eclipse::pde::internal::ui::editor::ModelDataTransfer ",0,62,1,7.47927
"org::eclipse::pde::internal::core::ModelProviderEvent ",0,22,1,6.42599
"org::eclipse::pde::internal::ui::properties::CompilersPropertyPage ",0,75,4,15.2441
"org::eclipse::pde::internal::ui::launcher::RunWorkbenchAction ",0,9,1,7.38607
"org::eclipse::pde::internal::ui::preferences::EditorPreferencePage ",1,70,2,13.8243
"org::eclipse::pde::internal::core::build::BuildModel ",0,41,2,8.50394
"org::eclipse::pde::internal::ui::views::dependencies::CalleesContentProvider ",0,47,7,6.94439
"org::eclipse::pde::internal::ui::editor::schema::SchemaPreviewLauncher ",0,46,2,3.22666
"org::eclipse::pde::internal::ui::tests::macro::MacroPlugin ",0,43,0,4.68802
"org::eclipse::pde::internal::ui::editor::contentassist::TypeContentProposal ",0,27,1,1.76682
"org::eclipse::pde::internal::ui::correction::RemoveExportPackageResolution ",0,16,0,3.18664
"org::eclipse::pde::internal::ui::correction::RemoveBuildEntryResolution ",0,20,1,3.18664
"org::eclipse::pde::internal::ui::editor::product::BrandingPage ",0,24,3,19.6689
"org::eclipse::pde::internal::ui::editor::plugin::ManifestOutlinePage ",0,37,1,12.2006
"org::eclipse::pde::internal::ui::parts::ComboPart ",1,92,7,18.2442
"org::eclipse::pde::ui::templates::RadioChoiceOption ",0,72,1,3.98647
"org::eclipse::pde::internal::core::PDEClasspathContainer ",0,97,7,19.5417
"org::eclipse::pde::internal::ui::launcher::LaunchArgumentsHelper ",5,280,12,22.5021
"org::eclipse::pde::internal::ui::wizards::imports::PluginImportWizard ",1,115,12,17.2611
"org::eclipse::pde::internal::core::product::ProductPlugin ",1,19,3,11.3834
"org::eclipse::pde::internal::ui::compare::PluginStructureCreator ",0,152,4,5.20137
"org::eclipse::pde::internal::ui::editor::ctxhelp::details::CtxHelpTopicDetails ",0,95,1,0
"org::eclipse::pde::internal::ui::wizards::plugin::NewLibraryPluginCreationPage ",2,296,17,25.5219
"org::eclipse::pde::internal::core::PluginModelManager ",3,504,32,33.6659
"org::eclipse::pde::internal::ui::correction::RemoveSeperatorBuildEntryResolution ",0,13,1,3.18664
"org::eclipse::pde::internal::ui::nls::ExternalizeStringsWizardPage ",0,378,7,17.0216
"org::eclipse::pde::internal::ui::editor::product::ProductInfoSection ",2,325,13,29.4386
"org::eclipse::pde::internal::core::schema::SchemaType ",0,16,1,7.6507
"org::eclipse::pde::internal::ui::PixelConverter ",0,12,1,0
"org::eclipse::pde::internal::core::text::bundle::BundleVendorHeader ",0,9,0,3.30831
"org::eclipse::pde::internal::ui::editor::contentassist::display::BrowserInformationControl ",1,230,3,5.5393
"org::eclipse::pde::internal::core::build::WorkspaceBuildModel ",1,62,2,7.27922
"org::eclipse::pde::internal::core::schema::SchemaAttributeHandler ",0,63,3,3.82071
"org::eclipse::pde::internal::ui::wizards::imports::PluginImportWizardDetailedPage ",2,514,31,25.1591
"org::eclipse::pde::internal::ui::views::dependencies::DependenciesViewTreePage ",0,38,5,5.97445
"org::eclipse::pde::internal::ui::editor::text::AbstractHyperlink ",0,13,1,3.36633
"org::eclipse::pde::internal::ui::commands::CommandComposerPart ",0,115,7,11.2702
"org::eclipse::pde::internal::ui::editor::plugin::ExtensionLabelProvider ",0,6,0,1.77712
"org::eclipse::pde::internal::ui::editor::schema::SchemaEditor ",0,152,10,21.903
"org::eclipse::pde::internal::ui::correction::CreateManifestClassResolution ",0,22,3,9.28127
"org::eclipse::pde::internal::ui::tests::macro::WaitCommand ",0,42,0,7.26436
"org::eclipse::pde::internal::ui::editor::schema::NewClassCreationWizard ",0,62,3,5.62327
"org::eclipse::pde::internal::core::BundleValidationOperation ",0,35,1,3.19948
"org::eclipse::pde::internal::core::target::Target ",0,338,2,10.0124
"org::eclipse::ui::internal::views::log::Group ",0,14,2,2.98374
"org::eclipse::ui::internal::views::log::LogEntry ",0,220,3,5.55124
"org::eclipse::pde::internal::ui::editor::feature::FeatureFormPage ",0,163,3,14.3708
"org::eclipse::pde::internal::ui::search::PluginSearchResultPage ",0,37,5,10.9766
"org::eclipse::pde::internal::ui::editor::target::TargetEditorContributor ",0,3,0,1.76682
"org::eclipse::pde::internal::ui::editor::contentassist::XMLContentAssistProcessor ",0,588,19,17.9211
"org::eclipse::pde::internal::ui::tests::macro::RecordBlock ",0,70,0,4.68802
"org::eclipse::pde::internal::ui::editor::text::BundleHyperlink ",0,6,1,0
"org::eclipse::pde::internal::ui::launcher::OSGiFrameworkManager ",0,81,0,1.76682
"org::eclipse::pde::internal::ui::templates::PDETemplateMessages ",0,0,7,7.36317
"org::eclipse::pde::internal::ui::refactoring::RenamePluginWizard ",0,8,2,2.98148
"org::eclipse::pde::internal::ui::editor::build::BuildOutlinePage ",0,23,0,8.04434
"org::eclipse::pde::internal::ui::editor::ctxhelp::details::CtxHelpAbstractAddAction ",0,27,1,0
"org::eclipse::pde::internal::core::util::PDESchemaHelper ",1,90,4,1.84469
"org::eclipse::pde::internal::ui::preferences::ProjectSelectionDialog ",0,84,2,1.42715
"org::eclipse::pde::internal::ui::wizards::exports::ProductExportWizard ",3,115,8,19.5212
"org::eclipse::pde::internal::core::natures::FeatureProject ",0,9,1,3.19695
"org::eclipse::pde::internal::ui::editor::PDEFormPage ",0,358,18,27.4287
"org::eclipse::pde::internal::ui::wizards::plugin::NewProjectCreationOperation ",2,440,27,35.7287
"org::eclipse::pde::internal::ui::wizards::feature::AbstractNewFeatureWizard ",0,40,3,6.00267
"org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSObject ",0,30,1,4.41258
"org::eclipse::pde::internal::ui::editor::SystemFileStorage ",0,29,0,6.41569
"org::eclipse::pde::internal::ui::editor::cheatsheet::simple::SimpleCSInputContextManager ",0,7,1,0
"org::eclipse::pde::internal::core::text::DocumentObject ",0,381,4,6.35106
"org::eclipse::pde::internal::ui::correction::RemoveNodeXMLResolution ",0,27,2,3.82133
"org::eclipse::pde::internal::ui::editor::feature::DataDetailsSection ",0,125,1,10.3221
"org::eclipse::pde::internal::ui::wizards::FolderSelectionDialog ",0,54,3,12.0882
"org::eclipse::pde::internal::ui::editor::cheatsheet::simple::NewCommandKeyEvent ",0,11,1,1.76682
"org::eclipse::pde::internal::core::text::ctxhelp::CtxHelpRoot ",0,22,1,0
"org::eclipse::pde::internal::ui::wizards::target::TargetDefinitionWizardPage ",2,110,4,11.6789
"org::eclipse::pde::internal::ui::editor::schema::SchemaRootElementDetails ",0,92,8,16.753
"org::eclipse::pde::internal::core::JavadocLocationManager ",0,98,9,20.6318
"org::eclipse::pde::internal::runtime::registry::RegistryBrowserLabelProvider ",0,216,0,0
"org::eclipse::pde::internal::ui::editor::text::ManifestTextHover ",0,30,3,8.35105
"org::eclipse::pde::internal::ui::nls::GetNonExternalizedStringsOperation ",0,128,4,14.3413
"org::eclipse::pde::internal::ui::editor::PDEMasterDetailsBlock ",0,25,3,19.1174
"org::eclipse::pde::internal::ui::editor::schema::SchemaInputContext ",0,106,3,13.6285
"org::eclipse::pde::internal::ui::editor::StructuredViewerSection ",0,150,8,15.677
"org::eclipse::pde::internal::ui::samples::SampleOperation ",0,145,0,6.68071
"org::eclipse::pde::internal::ui::tests::macro::WizardCommandTarget ",0,6,0,1.77712
